id,title,login_require,overview,vote_average,adult,backdrop_path,movie_id,original_language,original_title,popularity,poster_path,release_date,video,vote_count,status,trailer_url
235,Star Wars,0,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,8.203,0,/jNjT5y95BToczcxgVPl1NBB7goY.jpg,11,en,Star Wars,127.637,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,0,20280,1,https://www.youtube.com/watch?v=XsS1yE2f-hE
236,Harry Potter and the Chamber of Secrets,0,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",7.721,0,/yHzyPJrVqlTySQ9mc379yxrLBYQ.jpg,672,en,Harry Potter and the Chamber of Secrets,143.385,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,0,21551,1,https://www.youtube.com/watch?v=nE11U5iBnH0
237,Beaten to Death,0,"A desperate choice leads Jack down a path that leaves him beaten and bruised as he struggles against man, nature and his own insanity. Stranded in the middle of nowhere after barely surviving a horrific assault, Jack encounters one local after another and quickly learns that a sick game of cat and mouse is about to begin. Battling the deranged country psychos and the harsh landscape, Jack must go to extreme lengths to survive.",5.067,0,/xMCTrH9exHB62Cy43g6IGFga7pn.jpg,1032949,en,Beaten to Death,116.857,/yJXHKU5lTu1AL6i798iX43aKNpE.jpg,2023-09-01,0,15,1,https://www.youtube.com/watch?v=d65kQ6JaoUA
238,Five Nights at Freddy's,0,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",7.598,0,/7NRGAtu8E4343NSKwhkgmVRDINw.jpg,507089,en,Five Nights at Freddy's,145.385,/nuv2CzJsG605LMZaifUigDyuOEO.jpg,2023-10-25,0,3818,1,https://www.youtube.com/watch?v=X4d_v-HyR4o
239,X,0,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",6.734,0,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,760104,en,X,144.948,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,2022-03-17,0,2977,1,https://www.youtube.com/watch?v=Awg3cWuHfoc
240,Twister,0,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.",6.502,0,/5oCAo7LFj2x0yByfi5JYirGnK8I.jpg,664,en,Twister,144.634,/opR82XVNZ5A57FcQmxtNniKwR1Y.jpg,1996-05-10,0,3241,1,https://www.youtube.com/watch?v=beHzfQPaTaw
241,Alien,0,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",8.156,0,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,348,en,Alien,144.278,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,0,14188,1,https://www.youtube.com/watch?v=sVwH0hIvV5k
242,Doctor Strange in the Multiverse of Madness,0,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",7.293,0,/gUNRlH66yNDH3NQblYMIwgZXJ2u.jpg,453395,en,Doctor Strange in the Multiverse of Madness,143.585,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,0,8847,1,https://www.youtube.com/watch?v=Rf8LAYJSOL8
243,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",7.136,0,/9iRRfMZbnpgHDdKi2lczGGYZXDo.jpg,411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143.185,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,2005-12-07,0,10400,1,https://www.youtube.com/watch?v=3mKPrxjwF7A
244,Real Steel,0,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",7.019,0,/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg,39254,en,Real Steel,142.507,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,2011-09-28,0,8122,1,https://www.youtube.com/watch?v=obYuPJH2oTE
245,Hidden Desire,0,"David is sitting in a bar, musing over why he has bedded and left five or six of Asia's loveliest women in such a short time.",4.7,0,/spJ063LkpTk2BMiYx4L1dOGZnBv.jpg,298094,cn,我為卿狂,142.269,/39cD7X07Nrt3wsEqcYP1n9BhjX2.jpg,1991-11-15,0,10,1,
246,The Tearsmith,0,"Adopted together after a tough childhood in an orphanage, Nica and Rigel realize that unexpected but irresistible feelings pull them together.",6.583,0,/e3gVl1gnxEFKLTF6pn6KRqUPi9K.jpg,1127166,it,Fabbricante di lacrime,142.201,/uoBHsxSgfc3PQsSn98RfnbePHOy.jpg,2024-04-03,0,673,1,https://www.youtube.com/watch?v=qEh_90RnlD8
247,Kıyma: Orman Kanunları,0,,7.0,0,/hIM016a5ZBY9mRR7ZUQjwaiiZTe.jpg,1294705,tr,Kıyma: Orman Kanunları,142.096,,2024-05-23,0,1,1,
248,Species II,0,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",5.155,0,/x0XakykB5NRwOv9QZT9oBJbXg29.jpg,10216,en,Species II,141.838,/8LSBi0bHACZtIiVErUBQ2UXNYLA.jpg,1998-04-10,0,678,1,
249,Mulholland Drive,0,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",7.812,0,/y1giivdsGLyo1LCvlsL6mLKyTZ7.jpg,1018,en,Mulholland Drive,141.755,/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg,2001-06-06,0,6038,1,https://www.youtube.com/watch?v=3oa64ktrwKY
250,Schindler's List,0,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,8.565,0,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,424,en,Schindler's List,141.672,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993-12-15,0,15577,1,https://www.youtube.com/watch?v=mxphAlJID9U
251,Toy Story,0,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",7.972,0,/lxD5ak7BOoinRNehOCA85CQ8ubr.jpg,862,en,Toy Story,141.168,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,0,18090,1,https://www.youtube.com/watch?v=CxwTLktovTU
252,Jurassic World Dominion,0,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",6.707,0,/698FjyzLdpgXmUSr63LaRwblTmx.jpg,507086,en,Jurassic World Dominion,140.899,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,0,5889,1,https://www.youtube.com/watch?v=DtQycgMD4HQ
253,Despicable Me 2,0,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,6.929,0,/fOipappvgVtUbbHOtmCkHzcwJjC.jpg,93456,en,Despicable Me 2,140.693,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,2013-06-26,0,11046,1,https://www.youtube.com/watch?v=EK3j98PHaGM
254,Sonic the Hedgehog 2,0,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",7.518,0,/8wwXPG22aNMpPGuXnfm3galoxbI.jpg,675353,en,Sonic the Hedgehog 2,140.237,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,0,4799,1,https://www.youtube.com/watch?v=47r8FXYZWNU
255,Black Adam,0,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",6.927,0,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,436270,en,Black Adam,140.21,/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,2022-10-19,0,6087,1,https://www.youtube.com/watch?v=mkomfZHG5q4
256,The Princess and the Frog,0,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",7.208,0,/z62CBlBBBOoNUuuxZ1jMAcq5ARE.jpg,10198,en,The Princess and the Frog,140.187,/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,2009-12-08,0,5446,1,https://www.youtube.com/watch?v=Kw4fSwQbrFo
257,The Wrong Trousers,0,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno pants created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.  Preserved by the Academy Film Archive.",7.783,0,/1OnXivHQ6TH0Xtn77YpHznIhKwl.jpg,531,en,The Wrong Trousers,140.185,/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg,1993-12-17,0,959,1,https://www.youtube.com/watch?v=4dOESXuTH2U
258,Shrek,0,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",7.7,0,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,808,en,Shrek,139.575,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,2001-05-18,0,16800,1,https://www.youtube.com/watch?v=CwXOrWvPBPk
259,Dawn of the Planet of the Apes,0,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",7.3,0,/4TFCA5Lm5miseV3Wy02yxurEQL9.jpg,119450,en,Dawn of the Planet of the Apes,139.318,/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,2014-07-08,0,11167,1,https://www.youtube.com/watch?v=DpSaTrW4leg
260,Fighter,0,"As India faces a militant attack in Kashmir, the country’s best combat aviators join forces under a reckless yet brilliant squadron leader to form 'Air Dragons', faces mortal dangers and their inner demons.",5.9,0,/keVfqCMKmJ55nHzmqR2Q5K7LwJt.jpg,784651,hi,फाइटर,139.305,/zDZowwb9GZGEctAu2PCpjiPQAMM.jpg,2024-01-24,0,103,1,
261,Zootopia,0,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",7.748,0,/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,269149,en,Zootopia,138.943,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,2016-02-11,0,16000,1,https://www.youtube.com/watch?v=jWM0ct-OLsM
262,The Nun II,0,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",6.78,0,/aX3Od8NVLgM7pMYgRpTPkwSrbSC.jpg,968051,en,The Nun II,138.761,/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,2023-09-06,0,1901,1,https://www.youtube.com/watch?v=QF-oyCwaArU
263,White Chicks,0,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",7.0,0,/di47xqYMCYpjqwnqNlO17X5qXMX.jpg,12153,en,White Chicks,138.657,/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,2004-06-23,0,3863,1,
264,Avengers: Age of Ultron,0,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",7.274,0,/6YwkGolwdOMNpbTOmLjoehlVWs5.jpg,99861,en,Avengers: Age of Ultron,137.904,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,2015-04-22,0,22640,1,https://www.youtube.com/watch?v=JAUoeqvedMo
265,Ant-Man,0,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",7.077,0,/1K3JmSNUN8OpjYsCjc0Hy0SYxAb.jpg,102899,en,Ant-Man,137.278,/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,2015-07-14,0,19454,1,
266,Shrek 2,0,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",7.3,0,/iaNoLnnpQb5SNxGc4bkQmdCvEdG.jpg,809,en,Shrek 2,136.859,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,0,12049,1,https://www.youtube.com/watch?v=xBgSfhp5Fxo
267,Forrest Gump,0,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",8.475,0,/ghgfzbEV7kbpbi1O8eIILKVXEA8.jpg,13,en,Forrest Gump,136.517,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,1994-06-23,0,26964,1,https://www.youtube.com/watch?v=m-btyJIYLyI
268,The Karate Kid,0,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",6.536,0,/9Cip74Gl1xOkRP0e4OAiPZp8C4k.jpg,38575,en,The Karate Kid,121.241,/bHjLC5GuBfeyW6ZE07x6TalKj19.jpg,2010-06-10,0,5853,1,https://www.youtube.com/watch?v=XY8amUImEu0
269,Ratatouille,0,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",7.825,0,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,2062,en,Ratatouille,134.23,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,2007-06-21,0,16702,1,https://www.youtube.com/watch?v=NgsQ8mVkN8w
270,Paprika,0,"A young country girl comes to town and works in a brothel in order to help her fiance get the money to start his own business. ""Paprika"" is the name given to her by the madam.",6.944,0,/9CkI4VsYF8qJWfZpPqwZnBctb3M.jpg,50270,it,Paprika,171.868,/7d8VB7xZcsjClsE6JaUr8BCbkCh.jpg,1991-02-13,0,405,1,
271,The Underdoggs,0,"Jaycen 'Two Js' Jennings is a washed-up former pro football star who has hit rock bottom. When sentenced to community service coaching the Underdoggs, an unruly pee-wee football team in his hometown, he sees it mostly as an opportunity to rebuild his public image. But in the process, he may just turn his life around and rediscover his love of the game.",6.964,0,/dT1bXXEd7cfuVsB7CMvOKYiRZWl.jpg,1007826,en,The Underdoggs,83.752,/wj1VRcVsh39nkxLkZP8tuGd96tc.jpg,2024-01-25,0,154,1,
272,Venom: Let There Be Carnage,0,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",6.801,0,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,580489,en,Venom: Let There Be Carnage,147.914,/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,2021-09-30,0,9816,1,https://www.youtube.com/watch?v=GVwq2HlKYpE
